File: ;/bd0/N9340DATA/0.CSV 
System Parameter: ;Default Unit:dBm/Hz/s 
Ref ;0.00dBm ;Ref Offset ;0.000000 
Start Freq ;0.000000 ;Stop Freq ;2000000.000000 
Center Freq ;1000000.000000 ;Span Freq ;2000000.000000 
VBW ;1000.000000 ;AUTO ;RBW ;1000.000000 ;MAN 
VBW/RBW ;1.00 ;AUTO ;Sweep Time ;0.308706 ;AUTO 
Attenuation ;20 ;AUTO 
Scale DIV ;10 ;Scale Type ;LOG ;Preamp ;OFF 
PSD Mode ;OFF 
 
Trace Data:(Unit:dBm) 
Frequency(Hz) ;Trace1(CLEAR) ; 
0.000000 ;6.95 ; 
4347.826087 ;-30.65 ; 
8695.652174 ;-32.34 ; 
13043.478261 ;-32.91 ; 
17391.304348 ;-36.48 ; 
21739.130435 ;-38.18 ; 
26086.956522 ;-41.67 ; 
30434.782609 ;-41.80 ; 
34782.608696 ;-44.40 ; 
39130.434783 ;-44.53 ; 
43478.260870 ;-49.21 ; 
47826.086957 ;-54.55 ; 
52173.913043 ;-52.21 ; 
56521.739130 ;-54.13 ; 
60869.565217 ;-57.20 ; 
65217.391304 ;-57.15 ; 
69565.217391 ;-58.45 ; 
73913.043478 ;-56.14 ; 
78260.869565 ;-59.40 ; 
82608.695652 ;-62.82 ; 
86956.521739 ;-62.41 ; 
91304.347826 ;-59.32 ; 
95652.173913 ;-62.38 ; 
100000.000000 ;-62.01 ; 
104347.826087 ;-59.60 ; 
108695.652174 ;-67.82 ; 
113043.478261 ;-60.80 ; 
117391.304348 ;-65.76 ; 
121739.130435 ;-60.29 ; 
126086.956522 ;-61.60 ; 
130434.782609 ;-61.11 ; 
134782.608696 ;-61.89 ; 
139130.434783 ;-64.51 ; 
143478.260870 ;-62.91 ; 
147826.086957 ;-64.39 ; 
152173.913043 ;-66.82 ; 
156521.739130 ;-70.40 ; 
160869.565217 ;-63.97 ; 
165217.391304 ;-69.36 ; 
169565.217391 ;-69.59 ; 
173913.043478 ;-69.48 ; 
178260.869565 ;-70.15 ; 
182608.695652 ;-71.03 ; 
186956.521739 ;-65.99 ; 
191304.347826 ;-65.69 ; 
195652.173913 ;-66.52 ; 
200000.000000 ;-68.03 ; 
204347.826087 ;-67.80 ; 
208695.652174 ;-65.81 ; 
213043.478261 ;-68.45 ; 
217391.304348 ;-69.77 ; 
221739.130435 ;-66.87 ; 
226086.956522 ;-68.70 ; 
230434.782609 ;-68.32 ; 
234782.608696 ;-66.88 ; 
239130.434783 ;-68.04 ; 
243478.260870 ;-72.50 ; 
247826.086957 ;-68.26 ; 
252173.913043 ;-76.24 ; 
256521.739130 ;-70.71 ; 
260869.565217 ;-68.96 ; 
265217.391304 ;-68.06 ; 
269565.217391 ;-74.21 ; 
273913.043478 ;-67.73 ; 
278260.869565 ;-70.81 ; 
282608.695652 ;-67.15 ; 
286956.521739 ;-69.23 ; 
291304.347826 ;-71.70 ; 
295652.173913 ;-69.67 ; 
300000.000000 ;-69.33 ; 
304347.826087 ;-70.46 ; 
308695.652174 ;-75.70 ; 
313043.478261 ;-72.57 ; 
317391.304348 ;-69.79 ; 
321739.130435 ;-74.32 ; 
326086.956522 ;-72.08 ; 
330434.782609 ;-70.19 ; 
334782.608696 ;-78.96 ; 
339130.434783 ;-74.34 ; 
343478.260870 ;-73.24 ; 
347826.086957 ;-74.09 ; 
352173.913043 ;-72.63 ; 
356521.739130 ;-71.71 ; 
360869.565217 ;-74.87 ; 
365217.391304 ;-73.05 ; 
369565.217391 ;-73.25 ; 
373913.043478 ;-73.45 ; 
378260.869565 ;-71.18 ; 
382608.695652 ;-72.17 ; 
386956.521739 ;-68.93 ; 
391304.347826 ;-72.68 ; 
395652.173913 ;-75.25 ; 
400000.000000 ;-75.95 ; 
404347.826087 ;-72.19 ; 
408695.652174 ;-75.52 ; 
413043.478261 ;-74.66 ; 
417391.304348 ;-73.63 ; 
421739.130435 ;-76.47 ; 
426086.956522 ;-74.34 ; 
430434.782609 ;-74.33 ; 
434782.608696 ;-74.39 ; 
439130.434783 ;-71.47 ; 
443478.260870 ;-72.16 ; 
447826.086957 ;-74.99 ; 
452173.913043 ;-74.21 ; 
