File:;/bd0/N9340DATA/1.CSV
System Parameter:;Default Unit:dBm/Hz/s
Ref;0.00dBm;Ref Offset;0.000000
Start Freq;0.000000;Stop Freq;2000000.000000
Center Freq;1000000.000000;Span Freq;2000000.000000
VBW;1000.000000;AUTO;RBW;1000.000000;MAN
VBW/RBW;1.00;AUTO;Sweep Time;0.308706;AUTO
Attenuation;20;AUTO
Scale DIV;10;Scale Type;LOG;Preamp;OFF
PSD Mode;OFF

Trace Data:(Unit:dBm)
Frequency(Hz);Trace1(CLEAR);
0.000000;6.94;
4347.826087;-34.70;
8695.652174;-36.68;
13043.478261;-39.16;
17391.304348;-33.79;
21739.130435;-43.59;
26086.956522;-40.88;
30434.782609;-37.54;
34782.608696;-39.66;
39130.434783;-41.41;
43478.260870;-40.88;
47826.086957;-44.62;
52173.913043;-51.11;
56521.739130;-48.44;
60869.565217;-50.75;
65217.391304;-50.64;
69565.217391;-58.17;
73913.043478;-59.45;
78260.869565;-60.58;
82608.695652;-59.27;
86956.521739;-54.07;
91304.347826;-44.47;
95652.173913;-44.97;
100000.000000;-52.87;
104347.826087;-48.19;
108695.652174;-47.55;
113043.478261;-51.08;
117391.304348;-49.36;
121739.130435;-56.77;
126086.956522;-57.62;
130434.782609;-57.28;
134782.608696;-59.09;
139130.434783;-60.01;
143478.260870;-59.53;
147826.086957;-56.11;
152173.913043;-54.66;
156521.739130;-62.62;
160869.565217;-56.81;
165217.391304;-57.58;
169565.217391;-58.03;
173913.043478;-55.20;
178260.869565;-54.23;
182608.695652;-56.13;
186956.521739;-65.67;
191304.347826;-62.20;
195652.173913;-64.33;
200000.000000;-65.46;
204347.826087;-63.75;
208695.652174;-65.47;
213043.478261;-62.25;
217391.304348;-61.93;
221739.130435;-61.86;
226086.956522;-58.85;
230434.782609;-59.76;
234782.608696;-62.07;
239130.434783;-64.60;
243478.260870;-64.51;
247826.086957;-66.26;
252173.913043;-70.31;
256521.739130;-68.02;
260869.565217;-69.46;
265217.391304;-64.00;
269565.217391;-64.51;
273913.043478;-71.28;
278260.869565;-70.45;
282608.695652;-69.63;
286956.521739;-68.30;
291304.347826;-74.34;
295652.173913;-71.35;
300000.000000;-70.62;
304347.826087;-66.71;
308695.652174;-64.24;
313043.478261;-65.06;
317391.304348;-63.13;
321739.130435;-63.27;
326086.956522;-64.44;
330434.782609;-63.78;
334782.608696;-66.26;
339130.434783;-71.57;
343478.260870;-72.84;
347826.086957;-76.56;
352173.913043;-73.74;
356521.739130;-75.48;
360869.565217;-73.58;
365217.391304;-69.43;
369565.217391;-67.17;
373913.043478;-66.68;
378260.869565;-69.76;
382608.695652;-72.41;
386956.521739;-69.90;
391304.347826;-75.87;
395652.173913;-73.43;
400000.000000;-75.11;
404347.826087;-75.51;
408695.652174;-72.62;
413043.478261;-77.46;
417391.304348;-73.01;
421739.130435;-76.42;
426086.956522;-72.31;
430434.782609;-69.95;
434782.608696;-72.15;
439130.434783;-74.02;
443478.260870;-72.06;
447826.086957;-76.43;
452173.913043;-77.50;
456521.739130;-74.92;
460869.565217;-76.78;
465217.391304;-73.97;
469565.217391;-73.63;
473913.043478;-71.68;
478260.869565;-71.62;
482608.695652;-77.17;
486956.521739;-78.15;
491304.347826;-78.11;
495652.173913;-72.53;
500000.000000;-72.88;
504347.826087;-75.14;
508695.652174;-75.70;
513043.478261;-79.45;
517391.304348;-69.17;
521739.130435;-68.04;
526086.956522;-70.52;
530434.782609;-71.56;
534782.608696;-68.12;
539130.434783;-66.60;
543478.260870;-66.51;
547826.086957;-65.78;
552173.913043;-76.56;
556521.739130;-78.55;
560869.565217;-78.13;
565217.391304;-76.04;
569565.217391;-77.13;
573913.043478;-77.01;
578260.869565;-69.57;
582608.695652;-71.93;
586956.521739;-71.51;
591304.347826;-71.38;
595652.173913;-75.12;
600000.000000;-71.77;
604347.826087;-70.74;
608695.652174;-75.84;
613043.478261;-77.03;
617391.304348;-76.25;
621739.130435;-75.60;
626086.956522;-83.26;
630434.782609;-78.34;
634782.608696;-76.13;
639130.434783;-66.64;
643478.260870;-66.56;
647826.086957;-69.10;
652173.913043;-65.64;
656521.739130;-69.58;
660869.565217;-63.99;
665217.391304;-72.00;
